见票打款	见***
观音法门	观***
视频裸聊	视***
解体	解*
記錄	記*
誘惑	誘*
讲事实	讲**
讲法	讲*
诈骗	诈*
试车付款	试***
试题答案	试***
诚信通	诚**
话在肉身显现	话*****
话紫禁城	话***
诱奸	诱*
请愿	请*
调情	调*
调戏	调*
貂蝉	貂*
貌美	貌*
貸款	貸*
贝领	贝*
贩毒品	贩**
贪官	贪*
贪污	贪*
贪污犯	贪**
贯通两极法	贯****
贱B	贱*
贱人	贱*
贱比	贱*
贱货	贱*
贱逼	贱*
贷款	贷*
贷款零利率	贷****
贼民	贼*
赌具	赌*
赌博	赌*
赌球	赌*
赌盘	赌*
赌码	赌*
赔率	赔*
赤党	赤*
赤化	赤*
赤匪	赤*
赤裸	赤*
赤身	赤*
走私	走*
赴美读研	赴***
赵紫阳	赵**
赵维山	赵**
超常科学	超***
足彩	足*
足球博彩	足***
足球娱乐	足***
跑马	跑*
跟着羔羊唱新歌	跟******
跨世纪的良心犯	跨******
蹂躏	蹂*
身份证生成器	身*****
车主名单	车***
车天下汽车网团	车******
转法轮	转**
轮功	轮*
轮大	轮*
轮奸	轮*
轻松取证	轻***
辛灏年	辛**
辣舞	辣*
达米宣教会	达****
达赖	达*
达赖喇嘛	达***
过瘾	过*
返点	返*
返税	返*
这个卡	这**
远程偷拍	远***
迪里夏提	迪***
迫娼	迫*
迫害	迫*
迷奸	迷*
迷奸药	迷**
迷思	迷*
迷昏药	迷**
迷药	迷*
退党	退*
退出共产党	退****
退税	退*
透视眼镜	透***
透视镜	透**
通信维权	通***
造反	造*
造爱	造*
逼样	逼*
避税	避*
邓颖超日记	邓****
邢铮	邢*
那灵的作工	那****
郑万通	郑**
部指定	部**
部牵头	部**
部认定	部**
部隊	部*
酮体	酮*
酱猪媳	酱**
采耳师江富昌	采*****
野炮	野*
野鸡	野*
金枪不倒	金***
金瓶	金*
钟山风雨论坛	钟*****
钦本立	钦**
钱其琛	钱**
钱庄	钱*
钱达	钱*
钱运录	钱**
银行卡	银**
银行联合管理局	银******
销魂	销*
镇压	镇*
阎明复	阎**
阝月	阝*
阳具	阳*
阳痿	阳*
阳萎	阳*
阴唇	阴*
阴囊	阴*
阴户	阴*
阴毛	阴*
阴水	阴*
阴胫	阴*
阴茎	阴*
阴蒂	阴*
阴道	阴*
阴道被捅	阴***
阴部	阴*
阴门	阴*
阿不来提	阿***
阿沛阿旺	阿***
陆委会	陆**
陈奎元	陈**
陈宗兴	陈**
陈宣良	陈**
陈昌智	陈**
陈水匾	陈**
限制级	限**
陪洗	陪*
陪浴	陪*
陪聊	陪*
陰唇	陰*
陰道	陰*
陶驷驹	陶**
隐型耳机	隐***
集体上访	集***
集体做爱	集***
雪山狮子	雪***
露两点	露**
露二点	露**
露体	露*
露毛	露*
露点	露*
露点裸照	露***
青天白日旗	青****
静坐	静*
靠你妈	靠**
面具PARTY	面******
韩启德	韩**
韩联潮	韩**
颜射	颜*
颠覆中国政权	颠*****
風騷	風*
风水	风*
风波记	风**
风雨神州论坛	风*****
风骚	风*
飞扬论坛	飞***
饥渴	饥*
饭岛	饭*
香港总部	香***
香港明报	香***
騙局	騙*
騷騷	騷*
骗	骗
骗子	骗*
骚乱	骚*
骚女	骚*
骚穴	骚*
骚货	骚*
骚逼	骚*
高利贷	高**
高官	高*
高自联	高**
鬼村	鬼*
鲍彤	鲍*
鲍戈	鲍*
鸡八	鸡*
鸡吧	鸡*
鸡巴	鸡*
鸡毛信文汇	鸡****
鸡鸡	鸡*
鸦片	鸦*
鸦片液	鸦**
鸦片渣	鸦**
鸽派	鸽*
鹰派	鹰*
麦角酸	麦**
麻将	麻*
麻醉	麻*
麻醉乙醚	麻***
麻醉枪	麻**
麻醉药	麻**
麻醉钢枪	麻***
麻黄素	麻**
黄孟复	黄**
黄色书刊	黄***
黄色书籍	黄***
黄色小电影	黄****
黄色录像	黄***
黄色录音	黄***
黄色电影	黄***
黄色笑话	黄***
黄色表演	黄***
黄色音像	黄***
黄金时代网络电话	黄*******
黑幕	黑*
黑庄	黑*
黑房	黑*
黑手党	黑**
黑枪	黑*
黑社会	黑**
黑马	黑*
黑鬼	黑*
黛比	黛*
龌龃	龌*
龙虎豹	龙**
龟头	龟*
Ａ片	Ａ*
李愚蠢	李**
台湾猪	台**
进化不完全的生命体	进********
震死他们	震***
装b	装*
大sb	大**
傻b	傻*
煞逼	煞*
刹笔	刹*
傻比	傻*
沙比	沙*
欠干	欠*
婊子养的	婊***
我日你	我**
卧艹	卧*
卧槽	卧*
爆你菊	爆**
艹你	艹*
cao你	c***
你他妈	你**
真他妈	真**
别他吗	别**
草你吗	草**
草你丫	草**
擦你妈	擦**
操他妈	操**
娘西皮	娘**
狗草	狗*
狗杂种	狗**
操你祖宗	操***
操你全家	操***
操你大爷	操***
妈逼	妈*
你麻痹	你**
麻痹的	麻**
妈了个逼	妈***
马勒	马*
狗娘养	狗**
贱b	贱*
下贱	下*
全家死光	全***
全家不得好死	全*****
全家死绝	全***
白痴	白*
无耻	无*
杀b	杀*
你吗b	你**
媚外	媚*
和弦	和*
兼职	兼*
限量	限*
铃声	铃*
性伴侣	性**
男公关	男**
火辣	火*
发生关系	发***
按摩	按*
快感	快*
猛男	猛*
屌	屌
屁股	屁*
下体	下*
内裤	内*
浑圆	浑*
咪咪	咪*
发情	发*
刺激	刺*
白嫩	白*
粉嫩	粉*
兽性	兽*
呻吟	呻*
sm	s*
阉割	阉*
高潮	高*
不穿	不*
一丝不挂	一***
脱光	脱*
干死	干*
我干	我*
中日没有不友好的	中*******
木牛流马的污染比汽车飞机大	木************
他们嫌我挡了城市的道路	他**********
当官靠后台	当****
警察我们是为人民服务的	警**********
中石化说亏损	中*****
做人不能太cctv了	做*********
领导干部吃王八	领******
工商税务两条狼	工******
公检法是流氓	公*****
公安把秩序搞乱	公******
剖腹一刀五千几	剖******
读不起选个学校三万起	读*********
父母下岗儿下地	父******
裙中性运动	裙****
汉芯造假	汉***
杨树宽	杨**
中印边界谈判结果	中*******
喂奶门	喂**
摸nai门	摸****
酒瓶门	酒**
脱裤门	脱**
75事件	7***
乌鲁木齐	乌***
新疆骚乱	新***
针刺	针*
打针	打*
食堂涨价	食***
饭菜涨价	饭***
h1n1	h***
瘟疫爆发	瘟***
yangjia	y******
y佳	y*
yang佳	y****
杨佳	杨*
杨j	杨*
袭警	袭*
杀警	杀*
武侯祠	武**
川b26931	川******
贺立旗	贺**
周正毅	周**
px项目	p***
骂四川	骂**
家l福	家**
家le福	家***
加了服	加**
麦当劳被砸	麦****
豆腐渣	豆**
这不是天灾	这****
龙小霞	龙**
震其国土	震***
yuce	y***
提前预测	提***
地震预测	地***
隐瞒地震	隐***
李四光预测	李****
蟾蜍迁徙	蟾***
地震来得更猛烈	地******
八级地震毫无预报	八*******
踩踏事故	踩***
聂树斌	聂**
万里大造林	万****
陈相贵	陈**
张丹红	张**
尹方明	尹**
李树菲	李**
王奉友	王**
零八奥运艰	零****
惨奥	惨*
奥晕	奥*
凹晕	凹*
懊运	懊*
懊孕	懊*
奥孕	奥*
奥你妈的运	奥****
反奥	反*
628事件	6****
weng安	w****
wengan	w*****
翁安	翁*
瓮安事件	瓮***
化工厂爆炸	化****
讨回工资	讨***
贺子珍	贺**
李德生	李**
姚依林	姚**
李干成	李**
黄镇	黄*
刘瑞龙	刘**
黄敬	黄*
薄熙	薄*
周小川	周**
周建南	周**
徐明	徐*
让国人愤怒的第二代身份证	让***********
第二代身份证	第*****
文化大革命	文****
老丁	老*
莱仕德事件	莱****
fuck	f***
地下的先烈们纷纷打来电话询问	地*************
淫靡	淫*
淫水	淫*
六四事件	六***
迷魂药	迷**
买卖枪支	买***
短信群发器	短****
黎阳平	黎**
出售枪支	出***
军长发威	军***
强硬发言	强***
升达毕业证	升****
戴海静	戴**
自杀指南	自***
自杀手册	自***
张小平	张**
自制手枪	自***
天鹅之旅	天***
高校暴乱	高***
高校群体事件	高*****
大学骚乱	大***
高校骚乱	高***
拍肩神药	拍***
出售手枪	出***
高干子弟	高***
高干子女	高***
血腥图片	血***
成人	成*
共匪共框非	共****
国民党G·M·D	国*******
腐败F·B	腐****
贪污T·W	贪****
自慰Z·W	自****
淫荡Y·D	淫****
骚妇S·F	骚****
台独台反文旁虫	台******
法论功三点水去论工力	法*********
李宏志L·H·Z	李*******
江湖淫娘	江***
骆冰淫传	骆***
夫妇乐园	夫***
阿里布达年代记	阿******
爱神之传奇	爱****
不良少女日记	不*****
沧澜曲	沧**
创世之子猎艳之旅	创*******
东北风情熟女之惑	东*******
风骚侍女	风***
海盗的悠闲生活	海******
黑天使	黑**
黑星女侠	黑***
混蛋神风流史	混*****
狡猾的风水相师	狡******
俪影蝎心	俪***
秦青的幸福生活	秦******
四海龙女	四***
逃亡艳旅	逃***
性启蒙	性**
现代艳帝传奇	现*****
星光伴我淫	星****
倚天屠龙别记	倚*****
淫术炼金士	淫****
十景缎	十**
往事追忆录	往****
舌战法庭	舌***
少妇白洁	少***
风月大陆	风***
风尘劫	风**
美少妇的哀羞	美*****
阿兵哥言语录	阿*****
遥想当年春衫薄	遥******
王子淫传	王***
神雕外传之郭襄	神******
睡着的武神	睡****
少年阿宾	少***
毛主席复活	毛****
蒙汗药	蒙**
粗口歌	粗**
AV	A*
十八禁	十**
18禁	1**
激情	激*
耽美	耽*
金瓶梅	金**
丝袜	丝*
美腿	美*
少儿不宜	少***
藏春阁	藏**
玉蒲团	玉**
隐形喷剂	隐***
反雷达测速	反****
窃听	窃*
电话拦截系统	电*****
探测狗	探**
手机卡复制器	手*****
手机跟踪定位器	手******
监听器	监**
针孔摄像	针***
监听宝	监**
迷幻药	迷**
手拍肩	手**
迷魂香	迷**
麻古	麻*
十七大代表	十****
暴力拆迁	暴***
轮暴致死	轮***
人民报	人**
天葬	天*
暴力镇压	暴***
陈水扁	陈**
高干子弟名单	高*****
性免费电影	性****
全裸	全*
偷拍	偷*
偷 拍	偷**
中共十七大	中****
徐和柴学友	徐****
修炼之歌	修***
警察殴打	警***
新诗年鉴	新***
李沛瑶遇害	李****
美国凯德	美***
肥东交警	肥***
中央军委	中***
针对台湾	针***
梁保华	梁**
MC军团	M***
旧民运	旧**
伪民运	伪**
采花堂	采**
中国劳工通讯	中*****
评中国共产党	评*****
建立生活性补贴	建******
中共走狗	中***
中共小丑	中***
共奴	共*
中共恶霸	中***
共产无赖	共***
右派	右*
流氓政府	流***
原子弹制作简明教程	原********
绝食抗议	绝***
北戴河会议	北****
邓二世	邓**
内斗退党	内***
退团	退*
江理论	江**
香港六合彩	香****
A集中营	A***
法新闻社	法***
欧洲圆明网	欧****
亚太正悟网	亚****
大法新闻社	大****
白宫事件	白***
日本大使馆0R409游行	日***********
反日万人游行	反*****
六四屠杀	六***
六四屠城	六***
六四政变	六***
六四之役	六***
27军长砸洗浴中心	2********
中共邪教	中***
调查真相委员会	调******
追查国际	追***
中共暴行	中***
大法洪传	大***
弘法体	弘**
大法之声	大***
李屠夫	李**
江恶人	江**
中共特务	中***
乙醚	乙*
党内分裂	党***
圆明网	圆**
和平修炼	和***
放下生死	放***
大法大福	大***
大硞弟子	大***
支联会	支**
共产极权	共***
专政机器	专***
毛派	毛*
法网恢恢	法***
邓派	邓*
宇宙最高法理	宇*****
谁是新中国	谁****
法正人间	法***
法正乾坤	法***
正法时期	正***
海外护法	海***
洪发交流	洪***
报禁	报*
党禁	党*
赣江学院暴动	赣*****
全国退党	全***
绝食抗暴	绝***
维权抗暴	维***
活体器官	活***
中共暴政	中***
器官移植	器***
胡温政府	胡***
江罗集团	江***
师傅法身	师***
正派民运	正***
中华联邦政府	中*****
亲共行动	亲***
联邦政府	联***
流氓民运	流***
特务民运	特***
中共警察	中***
中共监狱	中***
中共政权	中***
中共迫害	中***
自由联邦	自***
中共独枭	中***
流氓无产者	流****
中共专制	中***
明慧周刊	明***
九评共产党	九****
江泽民其人	江****
秘密文件	秘***
机密文件	机***
红头文件	红***
政府文件	政***
破网软件	破***
无界浏览	无***
亲共来源	亲***
黄色小说	黄***
台湾18DY电影	台*******
H动漫	H**
tmd	t**
nnd	n**
亚热	亚*
包娃衣	包**
禁播	禁*
H漫画	H**
丁度巴拉斯	丁****
大禁	大*
买春堂	买**
苏东解体	苏***
反右题材	反***
隐私图片	隐***
卫星接收器	卫****
卫星电视	卫***
信号拦截器	信****
中国威胁论	中****
新闻通气会	新****
山西洪洞	山***
巨额骗储	巨***
五奶小青	五***
红楼绮梦	红***
阿里布达年代	阿*****
不良少少日记	不*****
狂风暴雨	狂***
梦中的女孩	梦****
首先使用核武器	首******
汽车爆炸案	汽****
香港GHB水	香*****
色空寺	色**
周容重	周**
朱蒙	朱*
汕頭頻傳擄童割器官	汕********
法輪功	法**
六决不	六**
清华网管	清***
道县公安	道***
济南建设路	济****
老虎机	老**
轮盘机	轮**
连线机	连**
模拟机	模**
彩票机	彩**
礼品机	礼**
卢跃刚	卢**
玫瑰园	玫**
天浴	天*
一卡多号	一***
最淫官员	最***
偷电	偷*
盗电	盗*
中国人都在上的四大当	中*********
总统的讲话	总****
痛批政法委	痛****
山西黑砖窑	山****
黑窑奴役	黑***
杨元元	杨**
敢坐飞机吗	敢****
韩国身份证	韩****
台湾身份证	台****
广电总局	广***
学生暴动	学***
镇压学生	镇***
广安第二人民医院	广*******
山不过来	山***
胡新宇	胡**
趙紫陽	趙**
自由亚州	自***
践踏中国女性	践*****
拉凳	拉*
南京大学法学院	南******
挥发型迷药	挥****
喷雾型迷药	喷****
金伯帆	金**
崔英杰	崔**
松花江污染	松****
火药制作	火***
江氏	江*
第十六次代表	第*****
仁寿警方	仁***
愈快乐愈堕落	愈*****
上海交警	上***
最牛钉子户	最****
淫间道	淫**
唐人电视台	唐****
金鳞岂是池中物	金******
江山美人志	江****
六合采	六**
民警当副院长	民*****
股市民谣	股***
禁断少女	禁***
卫星遭黑客攻击	卫******
萬人暴	萬**
官逼民反	官***
中原油田	中***
张大权	张**
油田总部	油***
枪淫少妇	枪***
博白县	博**
動乱	動*
军火价格	军***
女死囚	女**
劉奇葆	劉**
女友坊	女**
香港马会	香***
白小姐	白**
曾道人	曾**
一码中特	一***
自由门	自**
艳照门	艳**
奴役童工	奴***
计生风暴	计***
厦门大游行	厦****
想不到的黑幕	想*****
死亡笔记	死***
二奶	二*
2奶	2*
纪股票市场五卅惨案	纪********
这年头就这样	这*****
代开普通发票	代*****
代开商品发票	代*****
代开国税发票	代*****
代开地税发票	代*****
代开广告发票	代*****
代开运输发票	代*****
代开租赁发票	代*****
代开维修发票	代*****
代开建筑发票	代*****
代开安装发票	代*****
代开餐饮发票	代*****
代开服务发票	代*****
毛爷爷复活	毛****
智能Ｈ３	智***
智能H3	智***
赣江学院	赣***
江西田园置业集团	江*******
海乐神	海**
酣乐欣	酣**
高莺莺	高**
完全自杀手册	完*****
法轮FALun	法******
无界	无*
广东王	广**
口头检查	口***
三句硬话	三***
红海湾	红**
升达	升*
沈阳公安	沈***
拦截器	拦**
阻无通畅	阻***
民为法执	民***
臭作	臭*
尾行	尾*
电车之狼	电***
绕过封锁	绕***
本拉登	本**
大紀元	大**
汕尾事件	汕***
公务员工资	公****
公务员调资	公****
公务员的工资	公*****
反中游行	反***
支持台湾	支***
双鞋的故事	双****
中国军用运输机	中******
科技精英遇难	科*****
湘阴杨林	湘***
杨林寨	杨**
湘阴县杨林	湘****
死刑枪毙	死***
马加爵	马**
死刑过程	死***
学生与警察	学****
周容	周*
重题工	重**
先烈的电电	先****
身份证生成	身****
短信猫	短**
车牌反光	车***
次下跪	次**
求救遭拒	求***
邪恶的党	邪***
出售迷药	出***
针孔摄像机	针****
日本小泉	日***
小泉恶搞	小***
温家堡	温**
蒋彦永	蒋**
灭绝罪	灭**
大揭露	大**
多党执政	多***
生成身份证	生****
华国锋	华**
陈云	陈*
韦国清	韦**
乌兰夫	乌**
方毅	方*
刘伯承	刘**
许世友	许**
纪登奎	纪**
苏振华	苏**
吴德	吴*
余秋里	余**
张廷发	张**
陈永贵	陈**
陈锡联	陈**
耿飚	耿*
聂荣臻	聂**
倪志福	倪**
徐向前	徐**
彭冲	彭*
王震	王*
邓颖超	邓**
杨尚昆	杨**
杨得志	杨**
宋任穷	宋**
胡乔木	胡**
彭真	彭*
廖承志	廖**
秦基伟	秦**
陈慕华	陈**
田纪云	田**
乔石	乔*
李锡铭	李**
杨汝岱	杨**
吴学谦	吴**
宋平	宋*
胡启立	胡**
芮杏文	芮**
杨白冰	杨**
邹家华	邹**
陈希同	陈**
姜春云	姜**
谢非	谢*
谭绍文	谭**
王汉斌	王**
任建新	任**
迟浩田	迟**
张万年	张**
于永波	于**
傅全有	傅**
黄菊	黄*
王克	王*
王瑞林	王**
王刚	王*
隐形耳机	隐***
隐形摄像头	隐****
何勇	何*
李继耐	李**
国民党	国**
代考	代*
英语枪手	英***
考试作弊器	考****
开锁器	开**
淫秽	淫*
定位器	定**
上分器	上**
干扰器	干**
退币王	退**
k粉	k*
诈骗信息	诈***
销售枪支	销***
爆炸物品	爆***
性器官	性**
风骚小阿姨	风****
非常诱惑	非***
风月宝鉴之冥府春色	风********
风流一夜情	风****
飞凤春宵	飞***
风情万种野玫瑰	风******
乳房	乳*
夫妻作爱	夫***
夫妻做爱	夫***
应召女郎	应***
香醇的诱惑	香****
奸杀	奸*
血溅红灯区	血****
雪肌夜叉	雪***
血恋	血*
现代靓妹仔	现****
新七擒七纵七色狼	新*******
骚b	骚*
三级图片	三***
淫乱	淫*
a级情片	a***
淫乱秘史	淫***
艳丽片	艳**
香港伦理片	香****
淫色漫画	淫***
淫片	淫*
中国性搜网	中****
性息	性*
淫虫	淫*
艳舞女郎	艳***
禁宮秘史	禁***
少女换衣	少***
偷欢	偷*
18dy	1***
蒙汗药出售	蒙****
迷奸药出售	迷****
迷魂药出售	迷****
迷情水出售	迷****
喷雾蒙汗药	喷****
迷奸香水出售	迷*****
香水型迷奸药	香*****
少女迷奸药水	少*****
少女迷情药	少****
少女迷情粉货到付款	少********
狂插男根胶囊	狂*****
狂插性器具	狂****
SM后庭器具	S*****
后庭专区	后***
口交器具	口***
抽插仿真器具	抽*****
淫荡口交妹	淫****
前阴后庭抽插自慰器	前********
肛栓母狗	肛***
男根增长sex吧	男*******
强奸丸	强**
淫荡迷情药	淫****
香烟迷药	香***
催眠迷幻药	催****
速效迷奸药	速****
失身粉	失**
拍肩迷药出售	拍*****
红蜘蛛迷奸药	红*****
西班牙苍蝇水	西*****
制幻剂出售	制****
女性自慰sex吧	女*******
淫荡肛交妹自慰器	淫*******
操屄自慰器	操****
花和尚社区成人性用品	花*********
美臀夹阴	美***
波霸乳交器具	波*****
成人仿真抽插	成*****
灌肠自慰器	灌****
舔阴自慰器	舔****
淫荡自慰器	淫****
裙中性运动胡的接班人	裙*********
